"";"L0_1";"L0_2";"A1_1";"A1_2";"C1";"Y1";"L1";"M2_1";"M2_2";"C2";"Y2"
"2098";1;0;0;0;0;0;53,5431982289631;0;1;0;0
"2099";0;1;0;1;0;0;44,5140434705596;1;0;0;0
"2100";0;1;1;0;0;0;47,6817922496594;1;0;0;1
"2101";0;1;0;0;0;0;54,2097755272778;1;0;0;0
"2102";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2103";1;1;0;1;0;0;40,2377765614618;1;0;0;1
"2104";1;1;0;1;0;0;63,681990260489;1;0;0;1
"2105";0;1;1;0;0;0;59,1640450336097;1;0;0;0
"2106";1;1;1;0;0;0;46,3781355746851;1;0;0;0
"2107";0;1;0;1;0;0;57,4945580108826;1;0;0;0
"2108";1;1;0;1;0;0;68,0210119294396;0;1;0;0
"2109";1;1;0;1;0;0;30,6614563101952;1;0;0;0
"2110";0;0;0;1;0;0;60,4115033650731;1;0;0;0
"2111";1;0;0;0;0;0;69,8721141972737;1;0;0;0
"2112";0;1;0;0;0;0;60,8581073853995;1;0;0;0
"2113";0;1;0;1;0;0;67,7518241365774;0;1;0;1
"2114";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2115";0;1;0;1;0;0;53,0217033827551;1;0;0;1
"2116";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"2117";0;1;0;1;0;0;82,2586797060899;1;0;0;0
"2118";0;1;0;1;0;0;75,224313315071;1;0;0;0
"2119";0;1;1;0;0;0;66,705386519417;1;0;0;0
"2120";0;1;0;1;0;0;70,6175606869319;1;0;0;0
"2121";1;1;0;1;0;0;69,050540473233;0;1;0;1
"2122";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2123";0;1;1;0;0;0;42,1998429347848;0;1;0;1
"2124";1;1;0;0;0;0;60,9147746265788;1;0;0;0
"2125";0;1;0;1;0;0;60,8892923796192;0;1;0;0
"2126";0;1;1;0;0;0;51,231024901726;1;0;0;0
"2127";0;1;1;0;0;0;63,0771567970106;1;0;0;0
"2128";1;1;1;0;0;0;28,2576083551655;1;0;0;0
"2129";1;0;1;0;0;0;83,5689470825633;1;0;0;0
"2130";0;0;0;0;0;0;32,9181764217919;1;0;0;0
"2131";0;1;0;0;0;0;39,2657074173877;0;0;0;0
"2132";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2133";0;1;1;0;0;0;33,0447160877705;1;0;0;1
"2134";1;1;0;0;0;0;48,9436888743218;0;1;0;0
"2135";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2136";1;0;1;0;0;0;30,2297318041755;1;0;0;0
"2137";0;0;0;1;0;0;55,9539759325611;1;0;0;1
"2138";1;1;0;1;0;0;79,2600639859071;1;0;0;0
"2139";1;1;1;0;0;0;42,809016400397;1;0;0;0
"2140";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2141";0;0;0;0;0;0;48,316590449486;1;0;0;0
"2142";1;1;0;1;0;0;59,263186037995;1;0;0;0
"2143";0;1;0;1;0;0;41,9900640540886;0;1;0;0
"2144";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2145";0;1;1;0;0;0;57,0884817180676;1;0;0;0
"2146";0;1;0;1;0;0;83,4590496017952;1;0;0;1
"2147";0;1;0;1;0;0;50,0841719115744;1;0;0;0
"2148";1;0;0;1;0;1;NA;NA;NA;NA;NA
"2149";1;0;0;1;0;0;55,6189022731896;1;0;0;0
"2150";0;1;1;0;0;0;57,8057894531981;0;1;0;0
"2151";1;1;1;0;0;0;52,3220063507325;1;0;0;0
"2152";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2153";0;0;0;0;0;0;36,0230637780006;1;0;0;0
"2154";1;1;0;1;0;0;87,8791470243566;0;1;0;0
"2155";0;0;0;0;0;0;53,2226690379255;1;0;0;0
"2156";1;1;0;1;0;0;48,2567403230842;1;0;0;1
"2157";0;0;1;0;0;1;NA;NA;NA;NA;NA
"2158";0;1;0;0;0;0;65,50393402451;1;0;0;0
"2159";0;1;1;0;0;0;48,9027345763496;0;1;0;0
"2160";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"2161";0;0;1;0;0;0;66,2322502794052;0;1;1;NA
"2162";0;1;0;0;0;0;47,2153839645129;1;0;0;0
"2163";1;1;0;0;0;0;44,1734906777719;1;0;0;0
"2164";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2165";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2166";1;1;0;1;0;0;70,179955221586;0;1;1;NA
"2167";0;0;1;0;0;0;23,2884651109679;1;0;0;0
"2168";1;1;0;1;0;0;62,9438308053631;1;0;1;NA
"2169";1;0;1;0;0;1;NA;NA;NA;NA;NA
"2170";1;1;1;0;0;0;81,2296029190646;1;0;0;1
"2171";1;0;0;0;0;0;54,9270027193963;1;0;0;0
"2172";1;0;0;0;0;0;36,0715995757161;1;0;0;0
"2173";1;1;0;1;0;0;37,5544655321693;1;0;0;1
"2174";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2175";0;0;0;1;0;0;77,1670224165858;1;0;0;0
"2176";0;0;0;1;0;0;41,1269295128126;1;0;0;0
"2177";0;1;0;1;0;0;62,170966815681;1;0;0;1
"2178";0;1;1;0;0;0;48,6044113371598;1;0;0;0
"2179";0;1;1;0;0;0;58,3581945068336;1;0;0;0
"2180";0;0;0;1;0;0;52,4523091325833;0;1;1;NA
"2181";1;1;0;1;0;0;64,7346068513196;1;0;0;0
"2182";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2183";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2184";1;1;0;1;0;0;58,2627709322757;0;1;0;1
"2185";0;0;0;1;0;0;70,0079718303694;0;1;0;0
"2186";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2187";1;0;0;1;0;0;73,38186641308;1;0;0;0
"2188";0;1;1;0;0;0;58,2206892969083;1;0;0;1
"2189";0;0;0;1;0;0;59,0204831862065;1;0;0;0
"2190";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2191";1;1;0;0;0;0;51,4236949642266;1;0;0;1
"2192";1;1;0;0;0;0;60,149298460607;1;0;0;0
"2193";1;0;1;0;0;0;60,9803937617323;0;1;0;0
"2194";1;1;0;1;0;0;55,7527525372861;1;0;0;0
"2195";0;1;0;0;0;0;73,4807895035551;1;0;0;0
"2196";0;0;0;1;0;0;66,5208691380932;0;1;0;1
"2197";0;1;0;1;0;0;67,0657865084872;1;0;1;NA
"2198";0;1;1;0;0;0;43,3088669468757;1;0;0;0
"2199";0;0;0;0;0;0;49,1823585091111;0;1;0;0
"2200";0;1;0;0;0;0;62,7404936035049;0;1;0;0
"2201";0;1;1;0;0;0;31,4279619701254;1;0;0;1
"2202";0;0;0;1;0;0;37,0627575725561;1;0;1;NA
"2203";0;0;1;0;0;0;64,3388724795715;1;0;0;0
"2204";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2205";0;1;1;0;0;0;77,6689329655169;0;1;0;1
"2206";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2207";0;0;0;0;0;0;50,1123106346926;1;0;0;0
"2208";0;1;1;0;0;0;31,4699028620667;1;0;1;NA
"2209";0;1;0;0;0;0;68,985631650058;1;0;0;1
"2210";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2211";1;1;0;0;0;0;68,2627569166305;0;1;0;1
"2212";0;1;1;0;0;0;53,064240954504;1;0;0;0
"2213";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"2214";0;0;0;0;0;0;35,7096158116038;1;0;0;0
"2215";0;1;1;0;0;0;35,8733023673837;1;0;0;1
"2216";0;0;0;0;0;0;38,5782895843183;0;0;1;NA
"2217";1;1;1;0;0;0;45,542160402975;1;0;0;0
"2218";0;0;0;0;0;0;23,9419894791057;1;0;0;0
"2219";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2220";1;0;0;1;0;0;62,7044779945399;1;0;1;NA
"2221";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2222";1;1;0;1;0;0;62,3651412693102;1;0;0;0
"2223";0;0;0;1;0;0;57,2170006871897;0;1;0;0
"2224";0;1;0;0;0;0;29,9968434989385;0;1;0;0
"2225";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2226";0;1;1;0;0;0;73,2270881992147;1;0;0;1
"2227";0;1;0;0;0;0;44,8201000228842;0;1;0;1
"2228";1;1;0;0;0;0;60,3473584918679;1;0;1;NA
"2229";0;0;0;0;0;0;68,2132510121431;1;0;0;0
"2230";1;1;0;1;0;0;66,2808578925565;1;0;0;1
"2231";1;1;1;0;0;0;65,7558337365456;1;0;0;0
"2232";1;1;1;0;0;0;78,9003043921988;1;0;0;1
"2233";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2234";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2235";1;1;1;0;0;0;54,9601218889961;0;1;1;NA
"2236";1;1;0;1;0;0;68,0509412943755;1;0;1;NA
"2237";1;1;0;1;0;0;79,1673071464819;1;0;0;1
"2238";1;0;0;0;0;0;54,2217182257715;1;0;0;0
"2239";1;1;0;0;0;0;36,8965923841281;1;0;0;0
"2240";1;0;0;0;0;0;47,3649698011574;1;0;0;1
"2241";0;0;0;1;0;0;48,2636235728382;1;0;0;0
"2242";1;0;0;1;0;0;65,202129518602;1;0;0;1
"2243";0;1;0;0;0;0;57,6328014711305;1;0;0;0
"2244";1;0;0;1;0;1;NA;NA;NA;NA;NA
"2245";1;1;0;0;0;0;18,5014240719014;1;0;0;0
"2246";0;1;0;1;0;0;69,9807437280213;1;0;0;0
"2247";0;0;1;0;0;0;65,0286036994692;1;0;0;1
"2248";1;0;0;0;0;0;53,8073189195647;1;0;0;0
"2249";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2250";0;0;0;1;0;0;97,14316880569;0;1;0;0
"2251";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2252";0;1;0;1;0;0;85,5127046133427;1;0;0;0
"2253";0;1;0;1;0;0;34,9326845656455;1;0;0;0
"2254";0;0;0;0;0;0;30,3520984705602;1;0;0;0
"2255";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2256";1;0;0;1;0;0;85,4467591537413;1;0;0;1
"2257";1;0;0;1;0;0;39,5337283104388;1;0;0;0
"2258";0;1;0;1;0;0;54,9861406202106;1;0;1;NA
"2259";0;1;0;0;1;NA;NA;NA;NA;NA;NA
"2260";0;1;0;1;0;0;55,2159385249056;1;0;0;0
"2261";1;1;0;1;0;0;44,0190342026402;1;0;0;0
"2262";1;0;0;0;0;0;57,5772563337978;1;0;0;0
"2263";1;1;0;1;0;0;48,1856540621381;1;0;0;0
"2264";1;1;0;1;0;0;47,3922509920918;1;0;0;0
"2265";1;1;0;1;0;0;37,8998048300518;1;0;0;0
"2266";0;0;0;1;0;0;46,1232623643237;1;0;0;0
"2267";1;1;0;1;0;0;84,2173261650303;1;0;0;0
"2268";1;1;0;1;0;0;34,8423732194796;1;0;0;0
"2269";1;1;0;1;0;0;48,8098087746635;0;1;0;0
"2270";0;0;0;0;0;0;56,8404524175997;1;0;0;1
"2271";1;0;0;1;0;0;55,3296113502777;0;1;0;0
"2272";1;1;0;0;0;0;72,6313544553618;1;0;1;NA
"2273";0;0;1;0;0;0;55,4706726290111;1;0;0;1
"2274";0;1;1;0;0;0;52,740747049033;1;0;0;0
"2275";0;1;0;0;0;0;43,5998210002222;1;0;0;0
"2276";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2277";1;1;0;1;0;0;103,582444809396;0;1;0;1
"2278";1;0;0;1;0;0;76,1461979214142;0;1;0;1
"2279";1;0;0;0;0;0;47,2898876291136;1;0;0;0
"2280";1;1;0;0;0;0;75,8738987701132;1;0;0;0
"2281";0;1;0;0;0;0;62,1113887662175;1;0;0;0
"2282";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2283";1;1;0;1;0;0;45,4468243263634;0;1;0;0
"2284";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2285";0;0;0;1;0;0;60,2920507769359;1;0;0;0
"2286";1;1;0;1;0;0;69,4511061732481;1;0;0;0
"2287";0;0;0;0;0;0;58,7908318782842;0;0;1;NA
"2288";0;0;1;0;0;0;54,8285779038266;1;0;0;1
"2289";0;1;0;1;0;0;65,1408846145229;0;1;0;0
"2290";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2291";1;0;0;0;0;0;59,6400219208906;1;0;0;0
"2292";1;1;0;0;0;0;63,3481631040571;1;0;0;0
"2293";1;1;1;0;0;0;63,2278527132672;0;1;0;1
"2294";0;0;0;1;0;0;48,3672877892868;1;0;0;0
"2295";1;1;1;0;0;0;34,951395314541;1;0;0;0
"2296";0;1;0;1;0;0;70,5033276723129;0;1;0;1
"2297";0;0;0;0;1;NA;NA;NA;NA;NA;NA
"2298";1;1;0;1;0;0;65,5859184099121;1;0;0;0
"2299";1;1;1;0;0;0;40,3038062388977;0;0;0;1
"2300";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2301";0;1;0;1;0;0;47,9901994040888;0;1;0;1
"2302";0;0;0;0;0;0;56,7692800274204;0;1;0;0
"2303";0;1;0;1;0;0;34,0605391297627;1;0;1;NA
"2304";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2305";1;1;1;0;0;0;64,8527162678532;1;0;0;1
"2306";1;1;1;0;0;0;57,9629837127226;0;0;0;0
"2307";0;1;0;0;0;0;58,0369981574296;1;0;0;0
"2308";0;0;0;1;0;0;38,7933838216662;1;0;1;NA
"2309";1;1;0;1;0;0;70,4279261856278;1;0;0;0
"2310";0;1;0;0;0;0;21,9297893790157;1;0;0;0
"2311";1;0;0;0;0;0;57,4650469442676;1;0;1;NA
"2312";0;1;0;1;0;0;65,6673987550732;1;0;0;0
"2313";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2314";0;0;0;0;0;0;44,0738289394095;1;0;0;0
"2315";0;0;0;1;1;NA;NA;NA;NA;NA;NA
"2316";0;1;0;1;0;0;51,1731288938283;0;1;0;1
"2317";1;1;0;1;0;0;72,0431131009633;1;0;0;0
"2318";1;1;0;0;0;0;50,319335526543;1;0;0;1
"2319";1;0;0;1;0;0;62,004341635453;1;0;0;0
"2320";1;1;0;0;0;0;18,1881942552509;1;0;0;0
"2321";1;1;0;1;0;0;67,2698137243677;1;0;0;0
"2322";0;1;0;1;0;0;57,0887203299959;1;0;0;1
"2323";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2324";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2325";1;0;0;1;0;0;58,2408629768485;0;1;0;0
"2326";1;0;1;0;0;0;67,1811489418874;1;0;0;0
"2327";0;0;1;0;0;0;76,6712954338204;1;0;0;0
"2328";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2329";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2330";0;1;1;0;0;0;44,1804915647831;0;1;0;0
"2331";0;0;0;1;0;0;78,4560584481159;0;1;0;0
"2332";1;1;0;0;0;0;45,3206734745328;1;0;0;1
"2333";0;0;0;0;0;1;NA;NA;NA;NA;NA
"2334";1;1;1;0;0;0;68,939579118323;0;1;0;0
"2335";1;0;0;0;0;0;55,2708185077951;1;0;0;0
"2336";0;1;0;1;0;0;60,5408608166035;1;0;0;1
"2337";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2338";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2339";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2340";0;0;0;1;0;0;48,2606965167602;1;0;0;0
"2341";0;1;0;1;0;0;83,1569524022676;1;0;0;1
"2342";0;0;1;0;0;1;NA;NA;NA;NA;NA
"2343";0;0;1;0;0;0;78,1254213862414;0;0;0;0
"2344";0;1;1;0;0;0;60,6475229341525;1;0;0;0
"2345";1;1;1;0;0;0;37,7629741841842;1;0;0;0
"2346";1;0;0;1;0;0;71,7850899869881;1;0;0;1
"2347";0;0;1;0;0;0;50,3955925797007;1;0;0;0
"2348";0;0;0;1;0;0;39,3281472569358;1;0;0;0
"2349";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2350";0;1;0;0;0;0;13,593694804472;1;0;0;0
"2351";1;1;0;0;0;0;4,5087247019929;1;0;0;0
"2352";0;0;0;1;0;0;67,1350954872113;1;0;0;0
"2353";1;0;0;0;0;0;60,9546369702252;1;0;0;0
"2354";0;0;0;0;0;0;56,9538998330382;0;0;0;0
"2355";1;1;0;0;0;0;71,3614877290493;1;0;1;NA
"2356";0;1;0;0;0;0;27,5028470258605;1;0;0;0
"2357";0;1;0;0;0;0;58,545940997093;1;0;0;0
"2358";0;1;0;1;0;0;58,0398336169533;1;0;0;0
"2359";0;1;0;0;0;0;37,9005277473231;0;1;0;1
"2360";1;1;0;0;0;0;48,9916763030427;1;0;0;0
"2361";0;0;1;0;0;0;74,1706644016221;1;0;0;0
"2362";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2363";0;1;0;0;0;0;25,8873215143958;0;1;0;0
"2364";0;1;0;1;0;0;27,2203998211005;1;0;0;0
"2365";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2366";1;0;0;0;0;0;15,6214747309247;1;0;0;0
"2367";1;0;0;1;0;0;46,1190430562122;1;0;0;0
"2368";0;1;0;0;0;0;58,219233625735;1;0;0;1
"2369";0;0;0;1;0;0;67,8400459755983;1;0;0;0
"2370";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2371";1;0;1;0;0;0;58,2776631110054;1;0;0;0
"2372";0;1;0;1;0;0;70,7296070513909;1;0;0;0
"2373";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2374";1;1;0;0;0;0;53,7472879564788;1;0;0;0
"2375";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2376";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2377";1;1;1;0;0;0;32,8863468254712;1;0;0;1
"2378";0;1;0;1;0;0;34,1959443016224;1;0;0;1
"2379";1;1;0;1;0;0;75,9695274702115;0;1;0;0
"2380";1;1;1;0;0;0;37,4067144177625;1;0;0;1
"2381";0;0;0;0;0;0;36,5772155394949;0;0;0;1
"2382";0;1;0;0;0;0;31,3174760380909;1;0;0;0
"2383";0;0;1;0;0;0;42,1995150014152;1;0;0;1
"2384";0;0;0;0;0;0;67,8707265985001;1;0;0;0
"2385";0;0;0;1;0;0;44,3674493932043;1;0;0;0
"2386";1;0;1;0;1;NA;NA;NA;NA;NA;NA
"2387";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2388";0;0;0;1;0;0;84,2006094257309;1;0;0;0
"2389";1;1;1;0;0;0;26,5480907516208;1;0;0;0
"2390";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2391";0;1;0;1;0;0;59,1710203622487;1;0;0;1
"2392";1;1;1;0;0;0;61,880330798894;1;0;0;0
"2393";0;1;1;0;0;0;54,6406342110947;1;0;0;0
"2394";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2395";0;0;0;1;0;0;63,0794755126668;1;0;1;NA
"2396";1;1;0;0;0;0;69,6855222381368;1;0;0;1
"2397";0;1;1;0;0;0;72,355561064782;0;1;0;1
"2398";1;0;0;1;0;0;56,2029455809745;0;0;0;0
"2399";0;1;0;1;0;0;63,576362712392;0;1;0;0
"2400";0;0;1;0;0;0;38,9928616232899;0;1;0;0
"2401";0;0;0;1;0;0;90,7555474123425;1;0;0;1
"2402";1;1;0;1;0;0;31,1221111838105;1;0;0;0
"2403";1;0;0;0;0;0;41,3827656566214;1;0;0;0
"2404";0;1;0;1;0;0;82,156250766851;1;0;0;0
"2405";1;0;1;0;0;0;55,0321954886419;1;0;0;1
"2406";1;1;0;1;0;0;62,0728054690903;1;0;0;1
"2407";0;0;0;1;0;0;54,8737238516053;1;0;0;1
"2408";1;1;0;1;0;0;68,0988451036506;1;0;0;1
"2409";1;1;0;1;0;0;46,9652981427304;1;0;0;0
"2410";1;0;0;1;0;0;46,1091074299347;1;0;0;0
"2411";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2412";1;0;0;0;0;0;70,415084025124;0;1;1;NA
"2413";1;1;0;0;0;0;55,5826518878916;1;0;0;1
"2414";0;1;0;1;0;0;48,8058985458171;1;0;1;NA
"2415";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2416";0;1;0;0;0;0;53,4475942922462;0;0;0;0
"2417";1;0;0;1;0;0;67,3238268068295;1;0;0;0
"2418";1;0;0;0;0;0;39,1385739379915;1;0;0;0
"2419";1;0;0;0;0;0;75,2296575440274;0;1;1;NA
"2420";1;1;0;1;0;0;101,052279165444;1;0;0;0
"2421";0;1;1;0;0;0;57,2009088129101;1;0;0;1
"2422";0;1;0;0;0;0;47,3898295060434;0;1;0;1
"2423";0;0;0;1;0;0;100,794777140536;1;0;0;0
"2424";0;0;0;0;0;0;40,5928112202684;1;0;0;0
"2425";0;0;0;0;0;0;27,9940919833661;0;1;1;NA
"2426";1;1;0;1;0;0;32,003527218665;1;0;0;0
"2427";0;0;1;0;0;0;61,709254228007;1;0;0;0
"2428";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2429";1;1;1;0;0;0;54,1387943747535;1;0;0;0
"2430";1;1;0;1;0;0;76,189589321315;1;0;0;1
"2431";1;1;0;0;0;0;61,8788509030688;1;0;0;0
"2432";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2433";1;1;1;0;0;0;20,6110177976285;1;0;0;0
"2434";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2435";1;1;1;0;0;0;68,5922158985532;1;0;0;0
"2436";1;0;0;1;0;0;79,844526628643;1;0;0;0
"2437";1;1;1;0;0;0;39,8936441948375;0;1;1;NA
"2438";0;0;0;1;0;0;45,9127800964966;1;0;0;1
"2439";1;0;0;0;0;0;64,6514846135443;0;0;0;0
"2440";0;1;1;0;0;0;35,302773417424;1;0;0;0
"2441";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"2442";1;0;0;0;0;0;53,4100918079066;1;0;0;0
"2443";0;0;0;0;0;0;34,4225962599677;0;1;0;0
"2444";1;0;0;0;0;0;62,5419097558113;1;0;0;0
"2445";1;0;1;0;0;0;53,0296295198417;1;0;0;0
"2446";0;1;0;1;0;0;44,995569412805;1;0;0;0
"2447";1;1;0;0;0;0;66,5432046633407;0;0;0;0
"2448";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2449";0;1;0;1;0;0;60,1299147675467;1;0;0;0
"2450";0;1;1;0;0;0;66,3159819783263;1;0;1;NA
"2451";0;1;0;0;0;0;19,2169430322799;1;0;0;0
"2452";1;0;0;0;0;0;52,6797763421278;1;0;0;0
"2453";1;1;1;0;0;0;61,3262897640762;1;0;0;0
"2454";1;1;1;0;0;0;57,7781034896313;1;0;1;NA
"2455";0;0;0;0;0;0;27,0193401508198;1;0;0;0
"2456";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2457";0;1;0;1;0;0;47,4680522332319;1;0;0;1
"2458";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2459";1;1;0;1;0;0;72,7772652563771;1;0;1;NA
"2460";1;1;0;1;0;0;50,3256338636785;1;0;0;1
"2461";1;1;0;1;0;0;62,5872256799141;0;0;0;1
"2462";1;1;0;1;0;0;57,9395237431405;1;0;0;1
"2463";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2464";0;1;0;1;0;0;89,8124474043325;1;0;1;NA
"2465";0;0;1;0;0;0;56,2036536268138;0;1;0;0
"2466";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2467";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2468";0;0;0;0;0;0;70,9374695209093;0;1;0;0
"2469";1;1;0;0;0;0;46,5341544649808;1;0;0;1
"2470";1;0;0;0;0;0;34,038412523908;1;0;1;NA
"2471";0;1;0;0;0;0;55,2645604052196;1;0;0;0
"2472";1;0;0;0;0;0;38,5100596339131;1;0;0;0
"2473";1;0;0;1;0;0;53,5612638301393;0;1;0;0
"2474";1;1;1;0;0;0;53,0213611458233;0;1;0;0
"2475";1;1;1;0;0;0;43,5580245284539;1;0;0;0
"2476";1;1;1;0;0;0;66,5434709576877;0;1;0;0
"2477";1;1;0;1;0;0;93,1210758538084;1;0;0;0
"2478";1;1;0;1;0;0;55,2399726738689;1;0;0;0
"2479";0;0;0;1;0;0;38,8481230161043;0;0;0;0
"2480";1;1;0;1;0;0;92,8352303992257;0;1;1;NA
"2481";0;0;0;0;0;0;63,1604209635436;1;0;0;0
"2482";0;1;1;0;0;0;45,6158980992653;1;0;0;1
"2483";1;1;1;0;0;0;29,9881133767636;1;0;0;0
"2484";0;0;0;0;0;0;59,3851464013194;1;0;0;0
"2485";1;0;1;0;0;0;76,3580959748307;1;0;0;1
"2486";0;0;1;0;0;0;61,8322788762531;1;0;0;0
"2487";0;0;0;0;1;NA;NA;NA;NA;NA;NA
"2488";0;0;0;1;0;0;52,2088577698602;1;0;0;0
"2489";1;0;0;1;0;0;100,795271514073;0;1;0;1
"2490";1;1;1;0;0;0;82,5835179024715;1;0;0;0
"2491";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2492";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2493";1;1;0;1;0;0;75,992345309821;1;0;1;NA
"2494";0;1;1;0;0;0;30,3729899579482;0;1;0;1
"2495";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2496";1;1;0;1;0;0;60,2267767837385;1;0;0;0
"2497";1;1;0;1;0;0;58,7452456376699;1;0;0;0
"2498";0;1;1;0;0;0;22,4008022414951;1;0;1;NA
"2499";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2500";0;0;0;0;0;0;30,5740924897134;1;0;0;0
"2501";1;1;1;0;0;0;48,3733353041185;1;0;0;0
"2502";0;0;1;0;0;0;32,5394966212476;1;0;1;NA
"2503";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2504";0;0;0;1;0;0;70,5724626866217;0;1;0;0
"2505";0;1;0;1;0;0;74,4464497982023;1;0;0;0
"2506";0;0;0;1;0;0;49,1340410137758;1;0;0;0
"2507";0;1;0;1;0;0;31,5142864285479;0;0;0;0
"2508";0;0;0;0;0;0;72,6852968772771;0;0;0;0
"2509";1;1;0;0;0;0;62,6901006861334;0;0;0;0
"2510";1;1;1;0;0;0;48,9595556415511;0;1;0;0
"2511";0;1;0;1;0;0;72,2948113983775;0;1;0;1
"2512";0;0;0;1;0;0;68,687026107169;1;0;0;0
"2513";1;1;0;1;0;0;61,8786835497215;1;0;0;1
"2514";0;1;0;1;0;0;46,2156713615416;1;0;0;1
"2515";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2516";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2517";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2518";1;0;0;1;0;0;67,9011514339613;1;0;0;0
"2519";1;1;1;0;0;0;49,3660092030187;1;0;0;0
"2520";0;1;0;1;0;0;81,0301965001715;1;0;0;0
"2521";0;1;1;0;0;0;30,0229728492458;1;0;0;0
"2522";0;0;0;0;0;0;74,4487448621788;1;0;0;0
"2523";1;0;1;0;0;0;34,417711557891;1;0;0;1
"2524";1;1;0;1;0;0;60,3358847295865;1;0;0;0
"2525";1;1;1;0;0;0;69,1242060896189;0;1;0;0
"2526";0;1;1;0;0;0;33,3145206221377;1;0;0;1
"2527";0;0;0;1;0;0;74,6477387713682;1;0;0;0
"2528";0;0;0;1;0;0;65,5818644944769;1;0;0;0
"2529";1;0;1;0;0;0;58,2107013847195;1;0;0;0
"2530";1;1;1;0;0;0;49,5109823417188;1;0;0;0
"2531";1;1;1;0;0;0;58,5913536683342;1;0;0;0
"2532";0;0;0;0;0;0;54,2254947883849;1;0;0;0
"2533";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2534";1;1;0;1;0;0;59,6978783852095;1;0;0;1
"2535";0;0;1;0;0;0;42,6352717224046;0;0;0;0
